date,Omicron,CumOmicron
28/04/2022,53.0,6047658.0
29/04/2022,43.0,6047701.0
30/04/2022,34.0,6047735.0
01/05/2022,34.0,6047769.0
02/05/2022,48.0,6047817.0
03/05/2022,54.0,6047871.0
04/05/2022,49.0,6047920.0
05/05/2022,45.0,6047965.0
06/05/2022,41.0,6048006.0
07/05/2022,36.0,6048042.0
08/05/2022,45.0,6048087.0
09/05/2022,51.0,6048138.0
10/05/2022,47.0,6048185.0
11/05/2022,42.0,6048227.0
12/05/2022,36.0,6048263.0
13/05/2022,33.0,6048296.0
14/05/2022,29.0,6048325.0
15/05/2022,38.0,6048363.0
16/05/2022,41.0,6048404.0
17/05/2022,33.0,6048437.0
18/05/2022,29.0,6048466.0
19/05/2022,24.0,6048490.0
20/05/2022,19.0,6048509.0
21/05/2022,14.0,6048523.0
22/05/2022,15.0,6048538.0
23/05/2022,18.0,6048556.0
24/05/2022,16.0,6048572.0
25/05/2022,15.0,6048587.0
26/05/2022,14.0,6048601.0
27/05/2022,12.0,6048613.0
28/05/2022,11.0,6048624.0
29/05/2022,13.0,6048637.0
30/05/2022,14.0,6048651.0
31/05/2022,12.0,6048663.0
01/06/2022,10.0,6048673.0
02/06/2022,7.0,6048680.0
03/06/2022,6.0,6048686.0
04/06/2022,5.0,6048691.0
05/06/2022,3.0,6048694.0
06/06/2022,3.0,6048697.0
07/06/2022,3.0,6048700.0
08/06/2022,2.0,6048702.0
09/06/2022,2.0,6048704.0
10/06/2022,1.0,6048705.0
11/06/2022,0.0,6048705.0
12/06/2022,0.0,6048705.0
