Date,original,alpha,delta,omicron,pororig,poralp,pordlt,poromi
30/04/2022,1,34,6645,60,0.000198857,0.004888857,0.967869714,0.008684
01/05/2022,2,34,7458,73,0.000232,0.004413,0.967247,0.009524
02/05/2022,2,48,9925,117,0.000198857,0.004616857,0.961728571,0.011315429
03/05/2022,2,54,10641,146,0.000165714,0.004820714,0.956210143,0.013106857
04/05/2022,1,49,9289,146,0.000132571,0.005024571,0.950691714,0.014898286
05/05/2022,1,45,8100,143,9.94E-05,0.005228429,0.945173286,0.016689714
06/05/2022,0,41,7039,138,6.63E-05,0.005432286,0.939654857,0.018481143
07/05/2022,0,36,5935,129,3.31E-05,0.005636143,0.934136429,0.020272571
08/05/2022,0,45,7103,169,0,0.00584,0.928618,0.022064
09/05/2022,0,51,8156,234,0,0.005811286,0.921316286,0.026430857
10/05/2022,0,47,7422,250,0,0.005782571,0.914014571,0.030797714
11/05/2022,0,42,6564,255,0,0.005753857,0.906712857,0.035164571
12/05/2022,0,36,5714,251,0,0.005725143,0.899411143,0.039531429
13/05/2022,0,33,5126,252,0,0.005696429,0.892109429,0.043898286
14/05/2022,0,29,4533,247,0,0.005667714,0.884807714,0.048265143
15/05/2022,0,38,5879,353,0,0.005639,0.877506,0.052632
16/05/2022,0,41,6798,491,0,0.005263714,0.865007571,0.062447857
17/05/2022,0,33,5805,492,0,0.004888429,0.852509143,0.072263714
18/05/2022,0,29,5358,524,0,0.004513143,0.840010714,0.082079571
19/05/2022,0,24,4768,530,0,0.004137857,0.827512286,0.091895429
20/05/2022,0,19,4095,511,0,0.003762571,0.815013857,0.101711286
21/05/2022,0,14,3391,471,0,0.003387286,0.802515429,0.111527143
22/05/2022,0,15,4061,624,0,0.003012,0.790017,0.121343
23/05/2022,0,18,4763,865,0,0.002966571,0.764590857,0.138904714
24/05/2022,0,16,4127,874,0,0.002921143,0.739164714,0.156466429
25/05/2022,0,15,3694,901,0,0.002875714,0.713738571,0.174028143
26/05/2022,0,14,3305,920,0,0.002830286,0.688312429,0.191589857
27/05/2022,0,12,2960,934,0,0.002784857,0.662886286,0.209151571
28/05/2022,0,11,2639,939,0,0.002739429,0.637460143,0.226713286
29/05/2022,0,13,2860,1141,0,0.002694,0.612034,0.244275
30/05/2022,0,14,3481,1543,0,0.002365857,0.588860714,0.261058714
31/05/2022,0,12,3236,1590,0,0.002037714,0.565687429,0.277842429
01/06/2022,0,10,3087,1677,0,0.001709571,0.542514143,0.294626143
02/06/2022,0,7,2626,1574,0,0.001381429,0.519340857,0.311409857
03/06/2022,0,6,2757,1824,0,0.001053286,0.496167571,0.328193571
04/06/2022,0,5,2957,2157,0,0.000725143,0.472994286,0.344977286
05/06/2022,0,3,3743,3010,0,0.000397,0.449821,0.361761
06/06/2022,0,3,4290,3553,0,0.000340286,0.439132286,0.363652286
07/06/2022,0,3,4044,3450,0,0.000283571,0.428443571,0.365543571
08/06/2022,0,2,4152,3652,0,0.000226857,0.417754857,0.367434857
09/06/2022,0,2,3880,3520,0,0.000170143,0.407066143,0.369326143
10/06/2022,0,1,3619,3389,0,0.000113429,0.396377429,0.371217429
11/06/2022,0,0,3251,3145,0,5.67E-05,0.385688714,0.373108714
12/06/2022,0,0,4006,4006,0,0,0.375,0.375
