date,original,alpha,delta,omicron,pororig,poralp,pordlt,poromi,sum
30/01/2020,1,0,0,0,1,0,0,0,1
31/01/2020,0,0,0,0,1,0,0,0,0
01/02/2020,0,0,0,0,1,0,0,0,0
02/02/2020,1,0,0,0,1,0,0,0,1
03/02/2020,19,0,0,0,1,0,0,0,19
04/02/2020,0,0,0,0,1,0,0,0,0
05/02/2020,1,0,0,0,1,0,0,0,1
06/02/2020,0,0,0,0,1,0,0,0,0
07/02/2020,0,0,0,0,1,0,0,0,0
08/02/2020,3,0,0,0,1,0,0,0,3
09/02/2020,1,0,0,0,1,0,0,0,1
10/02/2020,1,0,0,0,1,0,0,0,1
11/02/2020,4,0,0,0,1,0,0,0,4
12/02/2020,1,0,0,0,1,0,0,0,1
13/02/2020,1,0,0,0,1,0,0,0,1
14/02/2020,0,0,0,0,1,0,0,0,0
15/02/2020,0,0,0,0,1,0,0,0,0
16/02/2020,0,0,0,0,1,0,0,0,0
17/02/2020,1,0,0,0,1,0,0,0,1
18/02/2020,0,0,0,0,1,0,0,0,0
19/02/2020,0,0,0,0,1,0,0,0,0
20/02/2020,0,0,0,0,1,0,0,0,0
21/02/2020,2,0,0,0,1,0,0,0,2
22/02/2020,0,0,0,0,1,0,0,0,0
23/02/2020,6,0,0,0,1,0,0,0,6
24/02/2020,2,0,0,0,1,0,0,0,2
25/02/2020,3,0,0,0,1,0,0,0,3
26/02/2020,1,0,0,0,1,0,0,0,1
27/02/2020,7,0,0,0,1,0,0,0,7
28/02/2020,11,0,0,0,1,0,0,0,11
29/02/2020,4,0,0,0,1,0,0,0,4
01/03/2020,18,0,0,0,1,0,0,0,18
02/03/2020,40,0,0,0,1,0,0,0,40
03/03/2020,52,0,0,0,1,0,0,0,52
04/03/2020,49,0,0,0,1,0,0,0,49
05/03/2020,46,0,0,0,1,0,0,0,46
06/03/2020,74,0,0,0,1,0,0,0,74
07/03/2020,55,0,0,0,1,0,0,0,55
08/03/2020,50,0,0,0,1,0,0,0,50
09/03/2020,127,0,0,0,1,0,0,0,127
10/03/2020,229,0,0,0,1,0,0,0,229
11/03/2020,358,0,0,0,1,0,0,0,358
12/03/2020,421,0,0,0,1,0,0,0,421
13/03/2020,401,0,0,0,1,0,0,0,401
14/03/2020,315,0,0,0,1,0,0,0,315
15/03/2020,398,0,0,0,1,0,0,0,398
16/03/2020,552,0,0,0,1,0,0,0,552
17/03/2020,683,0,0,0,1,0,0,0,683
18/03/2020,911,0,0,0,1,0,0,0,911
19/03/2020,934,0,0,0,1,0,0,0,934
20/03/2020,1095,0,0,0,1,0,0,0,1095
21/03/2020,1038,0,0,0,1,0,0,0,1038
22/03/2020,1214,0,0,0,1,0,0,0,1214
23/03/2020,2011,0,0,0,1,0,0,0,2011
24/03/2020,2042,0,0,0,1,0,0,0,2042
25/03/2020,2284,0,0,0,1,0,0,0,2284
26/03/2020,2633,0,0,0,1,0,0,0,2633
27/03/2020,2672,0,0,0,1,0,0,0,2672
28/03/2020,2379,0,0,0,1,0,0,0,2379
29/03/2020,2449,0,0,0,1,0,0,0,2449
30/03/2020,3514,0,0,0,1,0,0,0,3514
31/03/2020,3816,0,0,0,1,0,0,0,3816
01/04/2020,4150,0,0,0,1,0,0,0,4150
02/04/2020,4097,0,0,0,1,0,0,0,4097
03/04/2020,4101,0,0,0,1,0,0,0,4101
04/04/2020,3405,0,0,0,1,0,0,0,3405
05/04/2020,3094,0,0,0,1,0,0,0,3094
06/04/2020,4407,0,0,0,1,0,0,0,4407
07/04/2020,4605,0,0,0,1,0,0,0,4605
08/04/2020,4315,0,0,0,1,0,0,0,4315
09/04/2020,4076,0,0,0,1,0,0,0,4076
10/04/2020,3590,0,0,0,1,0,0,0,3590
11/04/2020,3085,0,0,0,1,0,0,0,3085
12/04/2020,2958,0,0,0,1,0,0,0,2958
13/04/2020,3463,0,0,0,1,0,0,0,3463
14/04/2020,3568,0,0,0,1,0,0,0,3568
15/04/2020,4240,0,0,0,1,0,0,0,4240
16/04/2020,4360,0,0,0,1,0,0,0,4360
17/04/2020,4088,0,0,0,1,0,0,0,4088
18/04/2020,4141,0,0,0,1,0,0,0,4141
19/04/2020,3494,0,0,0,1,0,0,0,3494
20/04/2020,3698,0,0,0,1,0,0,0,3698
21/04/2020,3995,0,0,0,1,0,0,0,3995
22/04/2020,4812,0,0,0,1,0,0,0,4812
23/04/2020,4575,0,0,0,1,0,0,0,4575
24/04/2020,4352,0,0,0,1,0,0,0,4352
25/04/2020,3381,0,0,0,1,0,0,0,3381
26/04/2020,3137,0,0,0,1,0,0,0,3137
27/04/2020,4056,0,0,0,1,0,0,0,4056
28/04/2020,4113,0,0,0,1,0,0,0,4113
29/04/2020,4737,0,0,0,1,0,0,0,4737
30/04/2020,4314,0,0,0,1,0,0,0,4314
01/05/2020,4109,0,0,0,1,0,0,0,4109
02/05/2020,2762,0,0,0,1,0,0,0,2762
03/05/2020,2648,0,0,0,1,0,0,0,2648
04/05/2020,2851,0,0,0,1,0,0,0,2851
05/05/2020,3148,0,0,0,1,0,0,0,3148
06/05/2020,3264,0,0,0,1,0,0,0,3264
07/05/2020,3205,0,0,0,1,0,0,0,3205
08/05/2020,2622,0,0,0,1,0,0,0,2622
09/05/2020,1797,0,0,0,1,0,0,0,1797
10/05/2020,2013,0,0,0,1,0,0,0,2013
11/05/2020,3088,0,0,0,1,0,0,0,3088
12/05/2020,2940,0,0,0,1,0,0,0,2940
13/05/2020,2899,0,0,0,1,0,0,0,2899
14/05/2020,2222,0,0,0,1,0,0,0,2222
15/05/2020,2145,0,0,0,1,0,0,0,2145
16/05/2020,1781,0,0,0,1,0,0,0,1781
17/05/2020,1593,0,0,0,1,0,0,0,1593
18/05/2020,2226,0,0,0,1,0,0,0,2226
19/05/2020,2602,0,0,0,1,0,0,0,2602
20/05/2020,2359,0,0,0,1,0,0,0,2359
21/05/2020,2277,0,0,0,1,0,0,0,2277
22/05/2020,1798,0,0,0,1,0,0,0,1798
23/05/2020,1309,0,0,0,1,0,0,0,1309
24/05/2020,1206,0,0,0,1,0,0,0,1206
25/05/2020,1389,0,0,0,1,0,0,0,1389
26/05/2020,1461,0,0,0,1,0,0,0,1461
27/05/2020,1616,0,0,0,1,0,0,0,1616
28/05/2020,1575,0,0,0,1,0,0,0,1575
29/05/2020,1374,0,0,0,1,0,0,0,1374
30/05/2020,1010,0,0,0,1,0,0,0,1010
31/05/2020,984,0,0,0,1,0,0,0,984
01/06/2020,1319,0,0,0,1,0,0,0,1319
02/06/2020,1365,0,0,0,1,0,0,0,1365
03/06/2020,1251,0,0,0,1,0,0,0,1251
04/06/2020,1147,0,0,0,1,0,0,0,1147
05/06/2020,1020,0,0,0,1,0,0,0,1020
06/06/2020,723,0,0,0,1,0,0,0,723
07/06/2020,668,0,0,0,1,0,0,0,668
08/06/2020,990,0,0,0,1,0,0,0,990
09/06/2020,1066,0,0,0,1,0,0,0,1066
10/06/2020,1086,0,0,0,1,0,0,0,1086
11/06/2020,915,0,0,0,1,0,0,0,915
12/06/2020,938,0,0,0,1,0,0,0,938
13/06/2020,785,0,0,0,1,0,0,0,785
14/06/2020,752,0,0,0,1,0,0,0,752
15/06/2020,944,0,0,0,1,0,0,0,944
16/06/2020,996,0,0,0,1,0,0,0,996
17/06/2020,914,0,0,0,1,0,0,0,914
18/06/2020,938,0,0,0,1,0,0,0,938
19/06/2020,818,0,0,0,1,0,0,0,818
20/06/2020,626,0,0,0,1,0,0,0,626
21/06/2020,550,0,0,0,1,0,0,0,550
22/06/2020,821,0,0,0,1,0,0,0,821
23/06/2020,727,0,0,0,1,0,0,0,727
24/06/2020,732,0,0,0,1,0,0,0,732
25/06/2020,643,0,0,0,1,0,0,0,643
26/06/2020,640,0,0,0,1,0,0,0,640
27/06/2020,506,0,0,0,1,0,0,0,506
28/06/2020,413,0,0,0,1,0,0,0,413
29/06/2020,666,0,0,0,1,0,0,0,666
30/06/2020,578,0,0,0,1,0,0,0,578
01/07/2020,607,0,0,0,1,0,0,0,607
02/07/2020,561,0,0,0,1,0,0,0,561
03/07/2020,536,0,0,0,1,0,0,0,536
04/07/2020,385,0,0,0,1,0,0,0,385
05/07/2020,544,0,0,0,1,0,0,0,544
06/07/2020,664,0,0,0,1,0,0,0,664
07/07/2020,564,0,0,0,1,0,0,0,564
08/07/2020,682,0,0,0,1,0,0,0,682
09/07/2020,688,0,0,0,1,0,0,0,688
10/07/2020,524,0,0,0,1,0,0,0,524
11/07/2020,433,0,0,0,1,0,0,0,433
12/07/2020,351,0,0,0,1,0,0,0,351
13/07/2020,694,0,0,0,1,0,0,0,694
14/07/2020,661,0,0,0,1,0,0,0,661
15/07/2020,726,0,0,0,1,0,0,0,726
16/07/2020,644,0,0,0,1,0,0,0,644
17/07/2020,548,0,0,0,1,0,0,0,548
18/07/2020,473,0,0,0,1,0,0,0,473
19/07/2020,419,0,0,0,1,0,0,0,419
20/07/2020,769,0,0,0,1,0,0,0,769
21/07/2020,697,0,0,0,1,0,0,0,697
22/07/2020,764,0,0,0,1,0,0,0,764
23/07/2020,741,0,0,0,1,0,0,0,741
24/07/2020,720,0,0,0,1,0,0,0,720
25/07/2020,499,0,0,0,1,0,0,0,499
26/07/2020,518,0,0,0,1,0,0,0,518
27/07/2020,824,0,0,0,1,0,0,0,824
28/07/2020,796,0,0,0,1,0,0,0,796
29/07/2020,994,0,0,0,1,0,0,0,994
30/07/2020,879,0,0,0,1,0,0,0,879
31/07/2020,644,0,0,0,1,0,0,0,644
01/08/2020,508,0,0,0,1,0,0,0,508
02/08/2020,518,0,0,0,1,0,0,0,518
03/08/2020,963,0,0,0,1,0,0,0,963
04/08/2020,964,0,0,0,1,0,0,0,964
05/08/2020,974,0,0,0,1,0,0,0,974
06/08/2020,1005,0,0,0,1,0,0,0,1005
07/08/2020,892,0,0,0,1,0,0,0,892
08/08/2020,648,0,0,0,1,0,0,0,648
09/08/2020,569,0,0,0,1,0,0,0,569
10/08/2020,1375,0,0,0,1,0,0,0,1375
11/08/2020,1247,0,0,0,1,0,0,0,1247
12/08/2020,1126,0,0,0,1,0,0,0,1126
13/08/2020,1036,0,0,0,1,0,0,0,1036
14/08/2020,1059,0,0,0,1,0,0,0,1059
15/08/2020,656,0,0,0,1,0,0,0,656
16/08/2020,534,0,0,0,1,0,0,0,534
17/08/2020,1159,0,0,0,1,0,0,0,1159
18/08/2020,955,0,0,0,1,0,0,0,955
19/08/2020,1109,0,0,0,1,0,0,0,1109
20/08/2020,1254,0,0,0,1,0,0,0,1254
21/08/2020,1031,0,0,0,1,0,0,0,1031
22/08/2020,732,0,0,0,1,0,0,0,732
23/08/2020,704,0,0,0,1,0,0,0,704
24/08/2020,1157,0,0,0,1,0,0,0,1157
25/08/2020,1085,0,0,0,1,0,0,0,1085
26/08/2020,1181,0,0,0,1,0,0,0,1181
27/08/2020,1356,0,0,0,1,0,0,0,1356
28/08/2020,1395,0,0,0,1,0,0,0,1395
29/08/2020,1051,0,0,0,1,0,0,0,1051
30/08/2020,987,0,0,0,1,0,0,0,987
31/08/2020,1279,0,0,0,1,0,0,0,1279
01/09/2020,1962,0,0,0,1,0,0,0,1962
02/09/2020,2696,0,0,0,1,0,0,0,2696
03/09/2020,2716,0,0,0,1,0,0,0,2716
04/09/2020,2637,0,0,0,1,0,0,0,2637
05/09/2020,2200,0,0,0,1,0,0,0,2200
06/09/2020,2079,0,0,0,1,0,0,0,2079
07/09/2020,3530,0,0,0,1,0,0,0,3530
08/09/2020,3071,0,0,0,1,0,0,0,3071
09/09/2020,2893,0,0,0,1,0,0,0,2893
10/09/2020,3143,0,0,0,1,0,0,0,3143
11/09/2020,2893,0,0,0,1,0,0,0,2893
12/09/2020,2224,0,0,0,1,0,0,0,2224
13/09/2020,1722,0,0,0,1,0,0,0,1722
14/09/2020,2941,0,0,0,1,0,0,0,2941
15/09/2020,3057,0,0,0,1,0,0,0,3057
16/09/2020,3778,0,0,0,1,0,0,0,3778
17/09/2020,3979,0,0,0,1,0,0,0,3979
18/09/2020,4290,0,0,0,1,0,0,0,4290
19/09/2020,4215,0,0,0,1,0,0,0,4215
20/09/2020,4652,0,0,0,1,0,0,0,4652
21/09/2020,4727,0,0,0,1,0,0,0,4727
22/09/2020,5400,0,0,0,1,0,0,0,5400
23/09/2020,5933,0,0,0,1,0,0,0,5933
24/09/2020,6361,0,0,0,1,0,0,0,6361
25/09/2020,6105,0,0,0,1,0,0,0,6105
26/09/2020,5703,0,0,0,1,0,0,0,5703
27/09/2020,6084,0,0,0,1,0,0,0,6084
28/09/2020,8641,0,0,0,1,0,0,0,8641
29/09/2020,8833,0,0,0,1,0,0,0,8833
30/09/2020,10663,0,0,0,1,0,0,0,10663
01/10/2020,11432,13,0,0,0.998878337,0.001121663,0,0,11445
02/10/2020,11719,0,0,0,1,0,0,0,11719
03/10/2020,9820,0,0,0,1,0,0,0,9820
04/10/2020,9967,0,0,0,1,0,0,0,9967
05/10/2020,14220,0,0,0,1,0,0,0,14220
06/10/2020,14458,0,0,0,1,0,0,0,14458
07/10/2020,15420,0,0,0,1,0,0,0,15420
08/10/2020,15441,13,0,0,0.999186639,0.000813361,0,0,15454
09/10/2020,13156,13,0,0,0.998994912,0.001005088,0,0,13169
10/10/2020,10305,0,0,0,1,0,0,0,10305
11/10/2020,9743,49,0,0,0.995030145,0.004969855,0,0,9792
12/10/2020,16446,13,0,0,0.999188888,0.000811112,0,0,16459
13/10/2020,15679,0,0,0,1,0,0,0,15679
14/10/2020,16659,0,0,0,1,0,0,0,16659
15/10/2020,15411,50,0,0,0.996737968,0.003262032,0,0,15461
16/10/2020,14784,0,0,0,1,0,0,0,14784
17/10/2020,12480,13,0,0,0.998926463,0.001073537,0,0,12493
18/10/2020,12001,0,0,0,1,0,0,0,12001
19/10/2020,22423,0,0,0,1,0,0,0,22423
20/10/2020,21679,26,0,0,0.99879429,0.00120571,0,0,21705
21/10/2020,21609,224,0,0,0.989744194,0.010255806,0,0,21833
22/10/2020,19705,183,0,0,0.990789698,0.009210302,0,0,19888
23/10/2020,18301,78,0,0,0.995759196,0.004240804,0,0,18379
24/10/2020,13665,78,0,0,0.994344786,0.005655214,0,0,13743
25/10/2020,13337,26,0,0,0.998050069,0.001949931,0,0,13363
26/10/2020,23007,26,0,0,0.998880597,0.001119403,0,0,23033
27/10/2020,20731,40,0,0,0.998069894,0.001930106,0,0,20771
28/10/2020,20553,0,0,0,1,0,0,0,20553
29/10/2020,20054,238,0,0,0.988257736,0.011742264,0,0,20292
30/10/2020,19758,147,0,0,0.992607174,0.007392826,0,0,19905
31/10/2020,14527,67,0,0,0.995385076,0.004614924,0,0,14594
01/11/2020,13073,569,0,0,0.958259773,0.041740227,0,0,13642
02/11/2020,27589,883,0,0,0.968987859,0.031012141,0,0,28472
03/11/2020,22641,95,0,0,0.995840875,0.004159125,0,0,22736
04/11/2020,21000,81,0,0,0.996172249,0.003827751,0,0,21081
05/11/2020,19827,1418,0,0,0.933263202,0.066736798,0,0,21245
06/11/2020,20693,541,0,0,0.974519863,0.025480137,0,0,21234
07/11/2020,16878,28,0,0,0.998348956,0.001651044,0,0,16906
08/11/2020,16838,1442,0,0,0.921130579,0.078869421,0,0,18280
09/11/2020,28018,588,0,0,0.979439847,0.020560153,0,0,28606
10/11/2020,24709,166,0,0,0.993342929,0.006657071,0,0,24875
11/11/2020,24484,616,0,0,0.975477431,0.024522569,0,0,25100
12/11/2020,20208,2162,0,0,0.903347555,0.096652445,0,0,22370
13/11/2020,19319,2739,0,0,0.875808484,0.124191516,0,0,22058
14/11/2020,14420,1905,0,0,0.883313689,0.116686311,0,0,16325
15/11/2020,13093,1354,0,0,0.906279405,0.093720595,0,0,14447
16/11/2020,24011,179,0,0,0.992582703,0.007417297,0,0,24190
17/11/2020,19192,1528,0,0,0.926234461,0.073765539,0,0,20720
18/11/2020,17084,1503,0,0,0.919131105,0.080868895,0,0,18587
19/11/2020,14582,1248,0,0,0.921185869,0.078814131,0,0,15830
20/11/2020,14410,584,0,0,0.961042782,0.038957218,0,0,14994
21/11/2020,8276,2553,0,0,0.764258237,0.235741763,0,0,10829
22/11/2020,5799,4435,0,0,0.566688056,0.433311944,0,0,10234
23/11/2020,15816,714,0,0,0.956795346,0.043204654,0,0,16530
24/11/2020,13948,344,0,0,0.975931163,0.024068837,0,0,14292
25/11/2020,13767,431,0,0,0.969669831,0.030330169,0,0,14198
26/11/2020,10622,1893,0,0,0.848714913,0.151285087,0,0,12515
27/11/2020,10904,1598,0,0,0.872141299,0.127858701,0,0,12502
28/11/2020,8234,1132,0,0,0.87909855,0.12090145,0,0,9366
29/11/2020,8290,800,0,0,0.91202923,0.08797077,0,0,9090
30/11/2020,14499,796,0,0,0.94796856,0.05203144,0,0,15295
01/12/2020,13101,692,0,0,0.949843071,0.050156929,0,0,13793
02/12/2020,12720,1014,0,0,0.926197696,0.073802304,0,0,13734
03/12/2020,11973,855,0,0,0.933329088,0.066670912,0,0,12828
04/12/2020,10432,2665,0,0,0.79648869,0.20351131,0,0,13097
05/12/2020,7773,2553,0,0,0.752790679,0.247209321,0,0,10326
06/12/2020,9356,1714,0,0,0.845126435,0.154873565,0,0,11070
07/12/2020,13034,4688,0,0,0.735470649,0.264529351,0,0,17722
08/12/2020,13761,3208,0,0,0.810965388,0.189034612,0,0,16969
09/12/2020,15160,2612,0,0,0.853053166,0.146946834,0,0,17772
10/12/2020,3269,15592,0,0,0.173297785,0.826702215,0,0,18861
11/12/2020,14455,5757,0,0,0.715147831,0.284852169,0,0,20212
12/12/2020,12360,3912,0,0,0.759603004,0.240396996,0,0,16272
13/12/2020,10258,8164,0,0,0.55682153,0.44317847,0,0,18422
14/12/2020,20329,9714,0,0,0.676649069,0.323350931,0,0,30043
15/12/2020,17608,12080,0,0,0.593092998,0.406907002,0,0,29688
16/12/2020,17836,12825,0,0,0.5817126,0.4182874,0,0,30661
17/12/2020,14914,15248,0,0,0.494453555,0.505546445,0,0,30162
18/12/2020,15469,16955,0,0,0.477088291,0.522911709,0,0,32424
19/12/2020,14586,7609,0,0,0.657164417,0.342835583,0,0,22195
20/12/2020,22191,7363,0,0,0.75087574,0.24912426,0,0,29554
21/12/2020,33075,10371,0,0,0.761288072,0.238711928,0,0,43446
22/12/2020,34959,6782,0,0,0.837510573,0.162489427,0,0,41741
23/12/2020,31909,6474,0,0,0.831343032,0.168656968,0,0,38383
24/12/2020,23421,5865,0,0,0.799748962,0.200251038,0,0,29286
25/12/2020,8178,4748,0,0,0.632700359,0.367299641,0,0,12926
26/12/2020,23645,13816,0,0,0.631193768,0.368806232,0,0,37461
27/12/2020,33737,9512,0,0,0.780066875,0.219933125,0,0,43249
28/12/2020,32308,8536,0,0,0.791020592,0.208979408,0,0,40844
29/12/2020,51989,22067,0,0,0.702020654,0.297979346,0,0,74056
30/12/2020,51722,12521,0,0,0.805102969,0.194897031,0,0,64243
31/12/2020,33921,13901,0,0,0.709323151,0.290676849,0,0,47822
01/01/2021,20692,8187,0,0,0.716495855,0.283504145,0,0,28879
02/01/2021,27826,27602,0,0,0.502017684,0.497982316,0,0,55428
03/01/2021,30015,20646,0,0,0.59247401,0.40752599,0,0,50661
04/01/2021,48034,22884,0,0,0.677319446,0.322680554,0,0,70918
05/01/2021,38860,20737,0,0,0.652044286,0.347955714,0,0,59597
06/01/2021,36888,15863,0,0,0.69927792,0.30072208,0,0,52751
07/01/2021,28852,19280,0,0,0.599424689,0.400575311,0,0,48132
08/01/2021,19038,24455,0,0,0.437726892,0.562273108,0,0,43493
